label,category,locality,postal_code,latitude,longitude,ville_proche
Moment céramique,CulturalSite,Saint-Amand-en-Puisaye,58310,47.52784,3.07489,99
Plage de Chancia,SportsAndLeisurePlace,Chancia,1590,46.3438107,5.6400552,88
Les coffrets du Morvan,CulturalSite,Aunay-en-Bazois,58110,47.1145799,3.705013,106
Franck barbier - Vannier,CulturalSite,Liesle,25610,47.0351049,5.76730689,79
Johann Marmier photographe,CulturalSite,Besançon,25000,47.2432,6.0217,35
Théâtre Bernard Blier,CulturalSite,Pontarlier,25300,46.9049963,6.35451793,64
MC Accompagnement,SportsAndLeisurePlace,Saint-Bonnet-de-Cray,71340,46.2109257,4.16428709,139
Château de Saint-Fargeau,CulturalSite,Saint-Fargeau,89170,47.638787,3.071556,188
Cours du Parc,CulturalSite,Dijon,21000,47.3043415,5.04799,8
Paintball,SportsAndLeisurePlace,Vézelois,90400,47.6145818,6.9032334,195
Musée de la Saône et des Gens de la Saône,CulturalSite,Seurre,21250,46.9990324,5.1458364,26
Château et Donjon de Mailly-Le-Château,CulturalSite,Mailly-le-Château,89660,47.5950618,3.63617688,98
Safari Tours - Tour n°2 Côtes de Beaune,SportsAndLeisurePlace,Beaune,21200,47.02447,4.83564,3
Lavoir,CulturalSite,Baulme-la-Roche,21410,47.3433774,4.7976127,19
Médiathèque La Sereine,CulturalSite,Précy-sous-Thil,21390,47.3888117,4.307251,24
Eglise de Saint-Florentin,CulturalSite,Saint-Florentin,89600,48.000332,3.729798,183
Cours d'initiation à la dégustation au Domaine La Croix Montjoie,SportsAndLeisurePlace,Tharoiseau,89450,47.4598757,3.8046291,169
Ecomusée de la Vigne et du Vin,CulturalSite,Quenne,89290,47.7768081,3.6507015,168
Oratoire Notre Dame des Affligés,CulturalSite,Saint-Gorgon-Main,25520,47.0244685,6.32219979,73
Belvédère de Châtel Véron,Landform,Bonnevaux,25560,46.8224368,6.1967021,51
Collégiale Notre-Dame,CulturalSite,Semur-en-Auxois,21140,47.4907946,4.3320028,24
Air Détente Montgolfière,SportsAndLeisurePlace,Chambœuf,21220,47.2315047,4.9079889,11
Ludi-Bike au Fort des Rousses,SportsAndLeisurePlace,Les Rousses,39220,46.4830572,6.0614055,92
Bibliothèque,CulturalSite,Alligny-en-Morvan,58230,47.19856,4.17365,22
Bateau Vert Location,SportsAndLeisurePlace,Maisod,39260,46.4638743,5.68831829,88
Vitipass en Mâconnais et Beaujolais,SportsAndLeisurePlace,Mâcon,71000,46.3034809,4.832153,151
Ferme du Petit Virey,SportsAndLeisurePlace,Molosmes,89700,47.9007313,4.02280387,187
Église Saint-Thibault,CulturalSite,Commarin,21320,47.217449,4.6406786,146
La salle capitulaire du Prieuré de La Charité-sur-Loire,CulturalSite,La Charité-sur-Loire,58400,47.1780018,3.017571,97
Retour aux sources : circuit 2,SportsAndLeisurePlace,Besançon,25000,47.2425941,6.0212639,35
Base Nautique Lacs de Laives,SportsAndLeisurePlace,Laives,71240,46.6679562,4.82204988,163
Chorale ensemble ABC,SportsAndLeisurePlace,Montbéliard,25400,47.4990074,6.8248851,43
Musée Leblanc-Duvernoy,CulturalSite,Auxerre,89000,47.7953341,3.566598,168
Fontaine-lavoir Saint-Jean à Leffond,CulturalSite,Champlitte,70600,47.619994,5.501966,112
Lons yoga studio - lys,SportsAndLeisurePlace,Lons-le-Saunier,39000,46.6715174,5.55182895,87
Un monde de mains,CulturalSite,Rioz,70190,47.4243625,6.06949801,121
Eglise Saint Pierre,CulturalSite,Montapas,58110,47.08175,3.59853,106
La Bourgogne à la carte - Autocars Morey Voyages,SportsAndLeisurePlace,Fontaine-lès-Dijon,21121,47.3562461,5.0265216,9
Alésia Viandes,CulturalSite,Châtillon-sur-Seine,21400,47.860549,4.571816,5
Bateau Ville de Digoin,SportsAndLeisurePlace,Digoin,71160,46.4834776,3.98798394,145
"Tâpissier d'ameublement, M Clergue Thierry",CulturalSite,Nolay,21340,46.9521673,4.6342775,132
Pêche dans la Tille et l'Ignon,SportsAndLeisurePlace,Is-sur-Tille,21120,47.52543,5.11037,12
Goumois Evasion,SportsAndLeisurePlace,Goumois,25470,47.2523636,6.94535493,37
Les jardins de Fraîche-Comté,CulturalSite,Roset-Fluans,25410,47.1634427,5.8269011,68
Le Jardin des Nouvelles,CulturalSite,Arbois,39600,46.9040434,5.7932862,79
Location de courts de tennis,SportsAndLeisurePlace,Buxy,71390,46.7138198,4.70391322,131
Les Écuries de la Croix des Bois,SportsAndLeisurePlace,Montillot,89660,47.5118541,3.7218862,169
Domaine nordique - Morteau - Les Combes,SportsAndLeisurePlace,Les Combes,25500,47.0597734,6.54476165,59
Musiques de l'Ébène,SportsAndLeisurePlace,Veuxhaulles-sur-Aube,21520,47.94476,4.80369,5
Le jardin des Mots,CulturalSite,Sermamagny,90300,47.69687,6.83528,202
Smashed,Landform,Auxerre,89000,47.79513,3.57346,168
Doucier Evasion,SportsAndLeisurePlace,Doucier,39130,46.6492085,5.77589938,80
Base nautique de Voray-sur-l'Ognon (Voray CK),SportsAndLeisurePlace,Voray-sur-l'Ognon,70190,47.3382936,6.0152961,38
Fun Parc Aventure,SportsAndLeisurePlace,Gimouille,58470,46.9286965,3.0996037,107
L'échauguette,CulturalSite,Decize,58300,46.8297801,3.4594917,101
Eglise Saint-Valérien,CulturalSite,Saint-Vallerin,71390,46.6860913,4.67469513,131
"Association - Comité culturel Loue Saugeais (théatre, son et lumière)",SportsAndLeisurePlace,Maisons-du-Bois-Lièvremont,25650,46.9674266,6.40738964,40
Golf de Rougemont,SportsAndLeisurePlace,Rougemont-le-Château,90110,47.741917,6.983807,201
Espace multimedia Gantner,CulturalSite,Bourogne,90140,47.5641056,6.91736185,44
Escape Game - Camping Le Bois Guillaume,SportsAndLeisurePlace,Villeneuve-les-Genêts,89350,47.7577878,3.098692,173
Port de la Saisse,SportsAndLeisurePlace,Pont-de-Poitte,39130,46.5796585,5.70108989,88
Tour 46 - Expositions temporaires,CulturalSite,Belfort,90000,47.6377218,6.86189774,193
Eglise Saint-Cyr et Sainte-Julitte,CulturalSite,Bissy-la-Mâconnaise,71260,46.480343,4.785132,141
Observatoire astronomique du Beuchot,SportsAndLeisurePlace,Hautevelle,70800,47.8364,6.30256,123
Visite guidée De Ville en Cave,SportsAndLeisurePlace,Beaune,21200,47.0227811,4.8366386,3
Cité Internationale de la Gastronomie et du Vin,CulturalSite,Dijon,21000,47.3175688,5.03090931,8
Musée d'Art Hôtel Sarret de Grozon,CulturalSite,Arbois,39600,46.9026146,5.7743414,79
Societe de tir de montbeliard,SportsAndLeisurePlace,Montbéliard,25200,47.491735,6.655575,34
Lac de Viry,Landform,Viry,39360,46.2780134,5.72264559,86
Gros Sports,SportsAndLeisurePlace,Les Moussières,39310,46.3252855,5.89145471,94
Étang de Bondilly - Baignade naturelle,SportsAndLeisurePlace,Écuisses,71210,46.7524488,4.51280474,153
Lézinnes Canoë-Kayak,SportsAndLeisurePlace,Lézinnes,89160,47.7985228,4.089076,187
La Ferme des Comtois,SportsAndLeisurePlace,Maîche,25120,47.2367554,6.80485565,52
Village de Moux-en-Morvan,CulturalSite,Moux-en-Morvan,58230,47.1710014,4.15309,22
L'atelier de la Maison Penchée,CulturalSite,Sens,89100,48.19595,3.28426,186
Evêché de Saint-Denis-de-Vaux,CulturalSite,Saint-Denis-de-Vaux,71640,46.794278,4.699583,148
Château de Saint-Loup Nantouard,CulturalSite,Saint-Loup-Nantouard,70100,47.427644,5.722802,116
Oratoire de la Planée,CulturalSite,La Planée,25160,46.84125,6.28192,64
Hôtel Coeur de Roy,CulturalSite,Dijon,21000,47.3239707,5.0464213,8
Hôtel Berbisey,CulturalSite,Dijon,21000,47.318945,5.037389,8
Lac de Chaumeçon,Landform,Saint-Martin-du-Puy,58140,47.2890014,3.91628003,169
Usine Aillot - Galerie du camion ancien,CulturalSite,Montceau-les-Mines,71300,46.6681583,4.3566851,152
Au Cyclo DéChaîné - Location & vente de vélos électriques et itinéraires dans le Sud-Morvan,SportsAndLeisurePlace,Sémelay,58360,46.8449872,3.8387712,128
Gour de Conche,Landform,Myon,25440,46.985183,5.92421,95
Jean-Louis Boucon sculteur,CulturalSite,Besançon,25000,47.26002,6.02314,35
La Maison des Sangliers,CulturalSite,Noyers,89310,47.695584,3.995024,187
FitTrainerCamp,SportsAndLeisurePlace,Châtenoy-le-Royal,71880,46.7976593,4.8104352,138
Piscine municipale de Pougues-les-Eaux,SportsAndLeisurePlace,Pougues-les-Eaux,58320,46.9826537,3.0921041,107
Médiathèque,CulturalSite,Châtillon-sur-Seine,21400,47.86199,4.57333,5
Eglise Saint-Euverte,CulturalSite,Fley,71390,46.6693832,4.64148613,131
Confluence des eaux,Landform,Saint-Léger-des-Vignes,58300,46.8363178,3.45266286,101
Amandine Chevallier - Mise en Art,SportsAndLeisurePlace,Beine,89800,47.8192,3.72261,171
Éclisse et Brindille,CulturalSite,Étalante,21510,47.63983,4.75923,5
Parc du château de Commarin,CulturalSite,Commarin,21320,47.2556129,4.64903094,146
LKS - Laville Karting Services,SportsAndLeisurePlace,Champforgeuil,71530,46.816837,4.824447,134
Micro-Folie Saulieu,SportsAndLeisurePlace,Saulieu,21210,47.2804983,4.23037609,22
Église Saint-Aubin,CulturalSite,Thorey-sur-Ouche,21360,47.1494385,4.69005797,3
Belvédère du mont du cerf,Landform,Maisod,39260,46.468216,5.6881839,88
Chapelle d'Aligre et son établissement thermal,CulturalSite,Bourbon-Lancy,71140,46.6194597,3.7672471,128
Lucie Lorton Créations,CulturalSite,Gibles,71800,46.2918776,4.3062635,139
"Atelier de Sculpture ""Florence Jarrige""",CulturalSite,Buffières,71250,46.429638,4.537367,141
Atelier Lez'Arts - Arts plastiques enfants et ados,SportsAndLeisurePlace,Buxy,71390,46.7117906,4.6941334,131
Ferme Découverte du Barboux,SportsAndLeisurePlace,Le Barboux,25210,47.1227093,6.74283742,67
Marteau-Pilon,CulturalSite,Le Creusot,71200,46.7867095,4.43294984,143
Le Mont de Rome Château,Landform,Saint-Sernin-du-Plain,71510,46.892475,4.619794,132
Go kart 90,SportsAndLeisurePlace,Danjoutin,90400,47.61535,6.8501,195
Collégiale Notre-Dame,CulturalSite,Beaune,21200,47.023822,4.835972,3
Survol de Dijon en montgolfière,SportsAndLeisurePlace,Dijon,21000,47.3236004,5.02844,8
Le Palais de Justice,CulturalSite,Besançon,25000,47.2375856,6.0237801,35
"Bateau-promenade ""l'Art du Temps"" sur le Canal du Nivernais",SportsAndLeisurePlace,Bazolles,58110,47.1641998,3.61939001,98
L'Arlequin,SportsAndLeisurePlace,Varennes-Vauzelles,58640,47.01914,3.14643,111
Eglise Saint-Grégoire-le-Grand,CulturalSite,Charnay-lès-Chalon,71350,46.93927,5.09251,26
Église romane Saint-Pierre et Saint-Paul,CulturalSite,Montceaux-l'Étoile,71110,46.3513901,4.04486173,155
Ligne de démarcation - ancien poste de contrôle allemand - Poteau-pupitre,CulturalSite,Verdun-sur-le-Doubs,71350,46.8951672,5.0335804,147
Château de Joux,CulturalSite,La Cluse-et-Mijoux,25300,46.8724737,6.37429374,64
Association - les Amis de l'Abbaye,SportsAndLeisurePlace,Montbenoît,25650,46.9920902,6.46207168,40
Eglise de l'Assomption,CulturalSite,Clessé,71260,46.416167,4.814481,161
Parcours ludiques sur les traces de la Duchesse du Maine et du Capitaine d'Astille,SportsAndLeisurePlace,Savigny-lès-Beaune,21420,47.063402,4.817946,3
Atelier Myriam Sugasaga,CulturalSite,Prizy,71800,46.3540881,4.22000441,137
"Angie ""le feu de l'eau"" : Rafting et Eaux Vives, Packraft, Kayak et Paddle",SportsAndLeisurePlace,Saint-Martin-du-Puy,58140,47.3022775,3.91319007,169
"Centre de loisirs ""Le Bull'in Charolais""",SportsAndLeisurePlace,Vitry-en-Charollais,71600,46.4685698,4.0566241,155
Église romane de Mont-Saint-Vincent,CulturalSite,Mont-Saint-Vincent,71300,46.6322606,4.48012834,160
Atelier Pluricréa,CulturalSite,Dole,39100,47.09187,5.49291,83
Parcours de santé,SportsAndLeisurePlace,Rogny-les-Sept-Écluses,89220,47.745936,2.881205,173
Château d'Arlay,CulturalSite,Arlay,39140,46.7592332,5.54062701,89
Lavoir de Grande Rue,CulturalSite,Fontenay-près-Chablis,89800,47.847037,3.81134569,171
Forge-musée,CulturalSite,Étueffont,90170,47.7224659,6.92089319,201
Bruno SOTTY,SportsAndLeisurePlace,Marsannay-la-Côte,21160,47.2803016,4.9978439,14
Acorps,SportsAndLeisurePlace,Les Hôpitaux-Vieux,25370,46.7837486,6.37365,64
Symbiose Forêt,SportsAndLeisurePlace,Prémanon,39220,46.45068,6.04649,92
JOJO Rostiak,CulturalSite,Les Crozets,39260,46.45858,5.79731,81
Château de Thoiriat,CulturalSite,Crêches-sur-Saône,71680,46.23836,4.77105,142
Eglise Saint-Victor,CulturalSite,Santilly,71460,46.6157978,4.69413981,131
Château de Morlet,CulturalSite,Morlet,71360,46.9539929,4.50933342,146
Étang des Perchettes,Landform,Chaux-des-Crotenay,39150,46.6573964,5.964684,80
Terres Est-Ouest,CulturalSite,Les Hauts de Forterre,89560,47.6147316,3.34383812,188
Leverretige,CulturalSite,Belleneuve,21310,47.3594956,5.2653906,1
Le Château de Montfaucon,SportsAndLeisurePlace,Montfaucon,25660,47.240804,6.084836,69
Eglise Saint-Martin,CulturalSite,Pirey,25480,47.2617863,5.96437454,62
Ecurie des 4 Lacs,SportsAndLeisurePlace,Le Frasnois,39130,46.6322103,5.89068535,80
Métaski - Location de matériel de ski,SportsAndLeisurePlace,Métabief,25370,46.7685685,6.35731816,64
Le sentier Gall'eau romain - Version numérique sur Cirkwi,SportsAndLeisurePlace,Membrey,70180,47.59394,5.7385,112
Eglise Notre-Dame de l’Assomption,CulturalSite,Ameugny,71460,46.5259249,4.67789329,141
"Atelier d'art ""L'Empreinte""",CulturalSite,Entrains-sur-Nohain,58410,47.4783644,3.3109592,98
ACCRO'PLANCHE - Parcours dans les arbres,SportsAndLeisurePlace,Plancher-les-Mines,70290,47.7745012,6.7781719,199
Comite de jumelage,SportsAndLeisurePlace,Scey-sur-Saône-et-Saint-Albin,70360,47.665385,5.96754364,120
Ligne de démarcation - ancien poste de contrôle allemand - Poteau,CulturalSite,Cersot,71390,46.7076372,4.63006728,131
Hironwoods 'le bois surnaturel',CulturalSite,Cramans,39600,47.0100657,5.7896005,79
Aire de jeux,SportsAndLeisurePlace,La Nocle-Maulaix,58250,46.76507,3.76107,128
Galerie du Pont,CulturalSite,La Charité-sur-Loire,58400,47.1773193,3.0155601,97
Les Sources de l'Ouche,Landform,Lusigny-sur-Ouche,21360,47.0797499,4.67697731,3
Église Saint-Léger de Couhard,CulturalSite,Autun,71400,46.94118,4.31118,126
EI Claude Fortier - Styl'Aubois,CulturalSite,Sainte-Croix-en-Bresse,71470,46.5371782,5.22236583,150
Ferme forte La Pothière,CulturalSite,Aignay-le-Duc,21510,47.6861219,4.7319583,5
Eglise Saint-Martin de Lignorelles,CulturalSite,Lignorelles,89800,47.8647379,3.72815385,171
Lac de Montaubry - Plage des Patins,SportsAndLeisurePlace,Le Breuil,71670,46.7877881,4.53090714,130
Funky Parc,SportsAndLeisurePlace,Besançon,25000,47.2136653,5.94763755,31
Église Saint-Étienne,CulturalSite,Le Breuil,71670,46.7950297,4.48359124,130
Écurie de la Marnière,SportsAndLeisurePlace,Vars,70600,47.5303645,5.53428629,112
Cinéma Le Majestic,SportsAndLeisurePlace,Digoin,71160,46.473804,4.00652987,145
Terrain de tennis,SportsAndLeisurePlace,Châtillon-en-Bazois,58110,47.0530945,3.65350502,106
Église de l'Assomption,CulturalSite,Veuvey-sur-Ouche,21360,47.1851246,4.71643052,3
Nature au Coeur - Sorties et animations nature,SportsAndLeisurePlace,Nolay,58700,47.139442,3.285157,104
Le p'tit atelier de Jean-François,CulturalSite,Apremont,70100,47.39477,5.54195,116
Mylène Lebois - illustrations,CulturalSite,Arbois,39600,46.90202,5.77265,79
Réserve naturelle régionale de la Côte de Mancy,Landform,Lons-le-Saunier,39000,46.6610378,5.5464338,87
Yonne Kayak,SportsAndLeisurePlace,Saint-Julien-du-Sault,89330,48.026005,3.306159,185
Doyenné des Moines,CulturalSite,Mazille,71250,46.3937455,4.6000633,141
"Explor'Games ""La conspiration de la ronce noire""",SportsAndLeisurePlace,Mâcon,71000,46.30358,4.83201,151
"Halle des Grues et Locomotives, actuelle bibliothèque universitaire",CulturalSite,Le Creusot,71200,46.8082149,4.42383033,143
Location de vélo,SportsAndLeisurePlace,Villeneuve-sur-Yonne,89500,48.080574,3.29413099,190
Miellerie Les Ruchers de Borne,SportsAndLeisurePlace,Ladoix-Serrigny,21550,47.0699045,4.89195937,3
Eglise Saint-Thibault,CulturalSite,Flagy,71250,46.4998799,4.63816541,141
L'Orlogeur,CulturalSite,Les Écorces,25140,47.1877822,6.7992411,37
OeNolay Tour,SportsAndLeisurePlace,Nolay,21340,46.9521359,4.63444819,132
Museum d'histoire naturelle,CulturalSite,Gray,70100,47.4462006,5.5911827,116
Belvédère du Lac à Chapelle Mijoux,Landform,La Cluse-et-Mijoux,25300,46.8376822,6.36933465,64
Parc de Scey,CulturalSite,Dole,39100,47.087139,5.48969,83
Vinotour Bourgogne,SportsAndLeisurePlace,Ébaty,21190,46.93017,4.78381,132
Anciennes forges,CulturalSite,Baignes,70000,47.5863246,6.05052708,124
Lavoir de la Villotte,CulturalSite,Sombernon,21540,47.31061,4.6984,19
Les ouvrages fortifiés : Fort de Beauregard,SportsAndLeisurePlace,Besançon,25000,47.2404545,6.0365486,35
Club alpin francais pays de montbeliard,SportsAndLeisurePlace,Montbéliard,25200,47.5012121,6.7907231,56
Le Montcharlet,Landform,Chiddes,58170,46.8624247,3.93778326,149
Sellerie Jadis,CulturalSite,Lantenne-Vertière,25170,47.23714,5.77089,68
Le Plateau des Grilloux,Landform,Servance-Miellin,70440,47.8417901,6.661367,113
Musée Maison Nicéphore Niépce,CulturalSite,Saint-Loup-de-Varennes,71240,46.7270153,4.8572789,166
Cycl'It,SportsAndLeisurePlace,Dole,39100,47.0869764,5.4857351,83
Conservatoire d'Espaces Naturels de Bourgogne,SportsAndLeisurePlace,Fénay,21600,47.233433,5.0590994,13
L'Atelier Créa Végétal,CulturalSite,Étivey,89310,47.6775293,4.1434341,15
Ecomusée du Flottage du bois,CulturalSite,Clamecy,58500,47.4628386,3.5202125,98
Bibliothèque,CulturalSite,Bulle,25560,46.89392,6.2233,73
Visite découverte aux Ruchers de Darbois,SportsAndLeisurePlace,Buncey,21400,47.834637,4.589161,5
L'axone,SportsAndLeisurePlace,Montbéliard,25200,47.493355,6.82016546,43
Château de Bazoches,CulturalSite,Bazoches,58190,47.379996,3.794657,169
Station Les Gentianes - Morbier,SportsAndLeisurePlace,Morbier,39400,46.5624258,6.02425252,90
Cathédrale Saint-Lazare,CulturalSite,Autun,71400,46.9451499,4.2991394,126
Le Pont d'Arciat,CulturalSite,Crêches-sur-Saône,71680,46.24332,4.79319,142
Réserve Naturelle de la Combe Lavaux - Jean Roland,Landform,Gevrey-Chambertin,21220,47.2229309,4.95397612,11
Laëtitia Mazué - Massages & Méditation,SportsAndLeisurePlace,Beaune,21200,47.0234544,4.8470699,3
Belvédère du Béchet,Landform,Hauts de Bienne,39400,46.5216308,6.0220982,85
Etang de la Verne,SportsAndLeisurePlace,Baudrières,71370,46.6524905,4.98614276,157
Atelier le Verre de Voûte,CulturalSite,Longchaumois,39400,46.4608135,5.93084867,94
Ancien Hôtel Boitouset,CulturalSite,Besançon,25000,47.2339687,6.03079139,35
"Musée de la Mine, de la Verrerie et du Chemin de Fer",CulturalSite,Épinac,71360,46.9922604,4.5130778,146
Les vitraux contemporains de Christopher Wool,CulturalSite,La Charité-sur-Loire,58400,47.1777538,3.017453,97
Art du Tonneau,SportsAndLeisurePlace,Vignoles,21200,47.0278589,4.887333,3
Eglise Saint-Adrien de Mailly-La-Ville,CulturalSite,Mailly-la-Ville,89270,47.6039946,3.67711719,98
Comtois en bois,CulturalSite,Pin,70150,47.31998,5.86703,65
Les Attelages Aroules - Atelier du cuir,CulturalSite,Malpas,25160,46.8351835,6.29016637,64
Chapelle Saint-Antide,CulturalSite,Pontarlier,25300,46.93719,6.4242,40
Point de vue de Bécoup,Landform,Aubaine,21360,47.1513828,4.72460278,3
Eglise Saint-Jean-l'Evangéliste de Loché,CulturalSite,Mâcon,71000,46.3068839,4.828731,151
Musée du Moulin,CulturalSite,Luzy,58170,46.7896405,3.9684994,149
Club 4X4 Évasion 89,SportsAndLeisurePlace,Égriselles-le-Bocage,89500,48.1204192,3.1831145,180
Point de vue et mémorial d'Étrappe,Landform,Étrappe,25250,47.481564,6.5939949,49
Magiciens d'eau,SportsAndLeisurePlace,Mesnois,39130,46.5982709,5.69834,87
L'hospice de Chablis et sa chapelle,CulturalSite,Chablis,89800,47.812223,3.8004185,171
Lavoir,CulturalSite,Fley,71390,46.6877296,4.6316508,131
Eglise de Morey (ancienne),CulturalSite,Lucenay-l'Évêque,71540,47.0825517,4.25049465,126
Bien-être la Grande Grange 89,SportsAndLeisurePlace,Saint-Martin-des-Champs,89170,47.6679605,3.04563315,173
Marche pedestres avec espace social des vaux d'Yonnes,SportsAndLeisurePlace,Clamecy,58500,47.4609438,3.5157053,98
Église Saint-Symphorien,CulturalSite,Créancey,21320,47.2487659,4.58614638,146
Atelier La Licorne,CulturalSite,Salornay-sur-Guye,71250,46.5201174,4.5945772,141
Atelier Walyanne,SportsAndLeisurePlace,Beaune,21200,47.02909,4.84015,3
Chalain biathlon,SportsAndLeisurePlace,Doucier,39130,46.662708,5.763371,80
Visite de la fabrique de gaufrettes,CulturalSite,Cluny,71250,46.4377602,4.64649019,141
Ferme des Fontaines,SportsAndLeisurePlace,Ouanne,89560,47.6737244,3.40401512,175
Terrain de football,SportsAndLeisurePlace,Dornecy,58530,47.434846,3.585069,98
Tunnel de Savoyeux,CulturalSite,Savoyeux,70130,47.56097,5.73899,116
"Le petit musée ""JOUETS, Trésors du patrimoine""",CulturalSite,La Charité-sur-Loire,58400,47.176712,3.017982,97
Église Saint-Vincent,CulturalSite,Montceau-et-Écharnant,21360,47.0603767,4.65648404,146
Chapelle des Arts,CulturalSite,Montbellet,71260,46.471342,4.897551,165
Fontaine de Chenéchoux,CulturalSite,Chaudenay-le-Château,21360,47.1763557,4.6425904,146
Maison de monseigneur besson,CulturalSite,Baume-les-Dames,25110,47.353103,6.361049,33
"Tailleur de pierre, Didier Cailloux",CulturalSite,Châtillon-sur-Seine,21400,47.8696263,4.5732978,5
Centre de tourisme équestre Le Moulin de Vaux,SportsAndLeisurePlace,Nochize,71600,46.3837336,4.1912113,137
Location de matériel de ski - Les Carlines,SportsAndLeisurePlace,Les Fourgs,25300,46.8348899,6.4013493,64
Les Halles de Gemeaux,CulturalSite,Gemeaux,21120,47.4778825,5.13577976,12
Lavoir couvert de Veuvey-sur-Ouche,CulturalSite,Veuvey-sur-Ouche,21360,47.1883759,4.71383521,3
Douane de la République du Saugeais,SportsAndLeisurePlace,La Longeville,25650,47.0027339,6.4707756,60
Le Jardin du Maquis,CulturalSite,Beaumotte-Aubertans,70190,47.4164902,6.1484244,121
Eglise Saint-André,CulturalSite,Saint-André-le-Désert,71220,46.4947321,4.53027064,141
Site Nordique de Lamoura - Station des Rousses,SportsAndLeisurePlace,Lamoura,39310,46.3955196,5.9666764,94
Christine Bitschené - céramiste d'art,CulturalSite,Chenevrey-et-Morogne,70150,47.283567,5.742959,68
Atelier au coeur de la Terre - Poterie Laurence Petit,CulturalSite,Prusly-sur-Ource,21400,47.8704733,4.6610903,5
Jeu famille - Vol à Anzy-le-Duc,SportsAndLeisurePlace,Marcigny,71110,46.3211671,4.05985897,155
Musée d'Art sacré,CulturalSite,Dijon,21000,47.3178145,5.0375827,8
"VISITE ""CASSISSIUM""",SportsAndLeisurePlace,Nuits-Saint-Georges,21700,47.1300221,4.95869971,17
Eco jeûne jura,SportsAndLeisurePlace,Menétrux-en-Joux,39130,46.625964,5.828989,80
Eglise Saint-Jean-Baptiste,CulturalSite,Marnay,71240,46.70377,4.92026,154
Visite de l'Huilerie du Moulin de l'île,CulturalSite,Donzy,58220,47.3693741,3.12437128,99
Eglise Saint-Germain et Saint-Vincent,CulturalSite,Montagny-lès-Buxy,71390,46.7072849,4.66972676,131
Le Ponton des Lacs de Laives,SportsAndLeisurePlace,Laives,71240,46.6707667,4.82880443,163
Nordikroad - Chiens de traineaux,SportsAndLeisurePlace,Lugny,71260,46.471672,4.80982,161
Jura Météorites,SportsAndLeisurePlace,Tassenières,39120,46.9237726,5.51352859,96
Etang de Foucherans,Landform,Foucherans,39100,47.083709,5.455228,84
Forêt de la Joux,Landform,Moutoux,39300,46.7903484,5.95839189,80
Les ouvrages fortifiés : Fort de Bregille,SportsAndLeisurePlace,Besançon,25000,47.2354879,5.968023,62
Visite libre et en famille de Saulx-le-Duc,SportsAndLeisurePlace,Saulx-le-Duc,21120,47.53912,5.01779,12
Association Tit'Ane et Cie,SportsAndLeisurePlace,Saint-Gervais-sur-Couches,71490,46.9216823,4.58660869,146
Olympic Mont d'Or,SportsAndLeisurePlace,Les Hôpitaux-Vieux,25370,46.7953588,6.37215614,64
Parc du Muséum,CulturalSite,Auxerre,89000,47.7969865,3.5640321,168
Les 2 Roues Electriques,SportsAndLeisurePlace,Dijon,21000,47.3143293,5.0287848,8
Piscine intercommunale de Mirebeau-sur-Bèze,SportsAndLeisurePlace,Mirebeau-sur-Bèze,21310,47.398703,5.311284,1
Le Cuir du Jura - Michel Philippe,CulturalSite,Thoiria,39130,46.5345058,5.73822139,88
Porte d'Arroux,CulturalSite,Autun,71400,46.9598958,4.29540454,126
Ecuries de Saint-Hugues,CulturalSite,Cluny,71250,46.434634,4.65778221,141
Etang du Pont Latin,SportsAndLeisurePlace,Mercurey,71640,46.8386101,4.71313976,148
Domaine des Granges,CulturalSite,Grignon,21150,47.5576167,4.418064,29
Musée Nicéphore Niépce,CulturalSite,Chalon-sur-Saône,71100,46.7800864,4.8559728,133
Halle Chambertin,CulturalSite,Gevrey-Chambertin,21220,47.2261039,4.9690912,11
Site d'échange artistique : Les ponts des abattoirs,CulturalSite,Prémery,58700,47.1780136,3.3300191,104
Vélo-club Montbéliard,SportsAndLeisurePlace,Montbéliard,25200,47.50506,6.787075,56
Station des Fourgs,SportsAndLeisurePlace,Les Fourgs,25300,46.8347724,6.42262458,64
HM Bois Design,CulturalSite,Étevaux,21270,47.322446,5.3183503,10
Eglise Saint-Symphorien,CulturalSite,Gy,70700,47.40349,5.813547,50
Ligne de démarcation - ancien poste de contrôle allemand - Poteau et Pupitre,CulturalSite,Granges,71390,46.7226352,4.7624301,148
A Deux Mains Tenant,CulturalSite,Commarin,21320,47.2564969,4.65004665,146
Ferme Equestre de Valbertier,SportsAndLeisurePlace,Is-sur-Tille,21120,47.6109571,5.1588055,23
Montgolfière Rully en Bourgogne,SportsAndLeisurePlace,Mercurey,71640,46.8312,4.72598,148
Esprit Libre Kaolin - atelier céramique,CulturalSite,Dezize-lès-Maranges,71150,46.91662,4.65457,132
L'Atelier des 2 fontaines,CulturalSite,Villers-Bouton,70190,47.4521649,5.976284,121
Lac de Cuttura,Landform,Coteaux du Lizon,39170,46.4154935,5.79933733,81
HalluCiné,SportsAndLeisurePlace,Mâcon,71000,46.2998954,4.82712276,151
Ville de Montbard,CulturalSite,Montbard,21500,47.624329,4.337495,15
Lavoir de la Guye,CulturalSite,Sainte-Hélène,71390,46.7462428,4.64771385,131
"Galerie ""L'Autre l'autre""",CulturalSite,Baugy,71110,46.29315,4.027306,155
Sport 2000,SportsAndLeisurePlace,Champagnole,39300,46.74875,5.91581,80
